,id,gender,customer type,age,type of travel,class,flight distance,inflight wifi service,departure/arrival time convenient,ease of online booking,gate location,food and drink,online boarding,seat comfort,inflight entertainment,on-board service,leg room service,baggage handling,checkin service,inflight service,cleanliness,departure delay in minutes,arrival delay in minutes,satisfaction
2335,53056,male,loyal customer,53,personal travel,eco,1208,2,3,2,4,5,2,5,5,3,2,4,1,4,5,8,13.0,neutral or dissatisfied
2336,81810,male,loyal customer,12,business travel,business,1487,2,3,3,3,2,3,2,2,3,4,4,2,3,2,0,16.0,neutral or dissatisfied
2337,24528,female,loyal customer,38,business travel,business,492,3,4,4,4,1,3,3,3,3,3,3,2,3,4,0,0.0,neutral or dissatisfied
2338,40245,female,disloyal customer,20,business travel,eco,531,2,0,2,2,2,2,1,2,3,1,3,2,4,2,0,0.0,neutral or dissatisfied
2339,60300,male,loyal customer,33,business travel,business,406,1,1,1,1,4,4,4,4,3,5,4,3,5,4,0,0.0,satisfied
2340,33125,male,loyal customer,63,personal travel,eco,216,4,2,4,4,4,4,4,4,4,2,4,2,4,4,2,2.0,neutral or dissatisfied
2341,20919,female,disloyal customer,22,business travel,eco,721,2,2,2,2,3,2,3,3,1,1,1,2,5,3,5,0.0,neutral or dissatisfied
2342,66162,male,loyal customer,55,business travel,business,3782,3,1,3,3,2,5,4,4,4,4,4,4,4,4,0,0.0,satisfied
2343,85989,female,loyal customer,55,business travel,business,2271,2,2,2,2,5,5,4,5,5,5,5,4,5,3,1,0.0,satisfied
2344,7690,male,loyal customer,67,personal travel,eco,641,3,4,3,2,4,3,5,4,4,5,5,5,4,4,13,8.0,neutral or dissatisfied
2345,26813,male,loyal customer,42,business travel,business,224,3,3,5,3,5,5,4,4,4,4,4,3,4,5,0,0.0,satisfied
2346,6762,female,disloyal customer,26,business travel,business,235,4,4,4,1,1,4,1,1,4,4,4,3,4,1,0,0.0,neutral or dissatisfied
2347,59351,female,loyal customer,48,business travel,business,2447,1,1,1,1,2,3,5,5,5,5,5,4,5,3,0,0.0,satisfied
2348,54265,male,loyal customer,49,personal travel,eco,1222,2,1,2,4,5,2,5,5,3,1,3,2,3,5,0,0.0,neutral or dissatisfied
2349,113877,male,loyal customer,68,personal travel,eco,1592,3,5,3,5,3,3,2,3,3,5,5,4,5,3,6,1.0,neutral or dissatisfied
2350,102549,female,loyal customer,23,personal travel,eco,386,4,4,2,2,5,2,5,5,4,4,4,5,5,5,0,1.0,neutral or dissatisfied
2351,96806,male,loyal customer,55,business travel,business,2555,4,4,4,4,3,4,4,4,4,4,4,5,4,4,7,11.0,satisfied
2352,1416,male,loyal customer,15,personal travel,eco plus,312,3,4,3,1,4,3,3,4,3,5,5,4,5,4,5,0.0,neutral or dissatisfied
2353,66140,male,loyal customer,68,personal travel,eco,583,3,4,3,4,3,3,3,3,4,4,5,3,4,3,144,149.0,neutral or dissatisfied
2354,3382,male,loyal customer,34,business travel,business,2184,0,0,0,4,3,5,4,2,2,5,5,5,2,4,0,0.0,satisfied
2355,24258,male,loyal customer,15,personal travel,eco,134,1,2,1,4,2,1,2,2,1,5,3,1,3,2,1,0.0,neutral or dissatisfied
2356,20911,male,loyal customer,28,business travel,business,689,1,5,1,1,4,4,4,4,2,2,3,4,2,4,0,0.0,satisfied
2357,69881,female,loyal customer,21,business travel,business,2248,5,5,5,5,5,5,5,5,4,2,4,4,4,5,14,0.0,satisfied
2358,95132,female,loyal customer,66,personal travel,eco,323,1,4,1,2,3,1,3,2,2,1,2,5,2,2,1,2.0,neutral or dissatisfied
2359,14251,female,loyal customer,33,business travel,eco plus,1027,5,2,2,2,5,5,5,5,5,1,1,2,2,5,0,0.0,satisfied
2360,4892,female,loyal customer,54,personal travel,eco plus,408,1,5,1,5,5,5,4,5,5,1,1,4,5,4,0,0.0,neutral or dissatisfied
2361,37574,male,loyal customer,46,business travel,eco,628,3,2,2,2,3,3,3,3,2,5,4,4,3,3,0,0.0,neutral or dissatisfied
2362,53339,male,loyal customer,29,business travel,eco,1452,5,3,3,3,5,5,5,5,4,3,4,3,5,5,2,5.0,satisfied
2363,38239,male,disloyal customer,48,business travel,eco,1050,3,3,3,1,1,3,1,1,5,3,4,1,3,1,0,0.0,neutral or dissatisfied
2364,63042,female,loyal customer,19,personal travel,eco,967,1,1,2,2,1,2,1,1,3,4,3,4,3,1,26,27.0,neutral or dissatisfied
2365,48625,male,loyal customer,37,personal travel,eco plus,845,4,5,4,3,3,4,4,3,3,4,5,4,4,3,0,0.0,neutral or dissatisfied
2366,122496,female,loyal customer,23,personal travel,business,930,2,5,2,4,5,2,5,5,5,4,5,5,4,5,2,1.0,neutral or dissatisfied
2367,110650,male,disloyal customer,48,business travel,business,1005,3,3,3,1,5,3,5,5,3,5,5,3,4,5,32,41.0,neutral or dissatisfied
2368,10677,male,loyal customer,52,business travel,eco,308,1,3,3,3,1,1,1,1,4,4,3,2,3,1,1,2.0,neutral or dissatisfied
2369,101513,male,disloyal customer,17,business travel,eco,345,5,0,5,4,4,5,4,4,1,4,1,3,1,4,0,0.0,satisfied
2370,68515,female,disloyal customer,10,business travel,eco,1303,3,3,3,3,4,3,4,4,3,5,3,3,4,4,45,65.0,neutral or dissatisfied
2371,100299,male,loyal customer,44,business travel,eco,971,3,5,5,5,3,3,3,3,1,3,3,4,3,3,0,0.0,neutral or dissatisfied
2372,110522,female,loyal customer,35,business travel,business,3252,5,5,5,5,5,4,4,2,2,2,2,4,2,5,0,0.0,satisfied
2373,78496,female,loyal customer,56,business travel,business,2076,4,4,4,4,2,4,4,4,4,4,4,3,4,3,0,0.0,satisfied
2374,51881,female,loyal customer,41,business travel,business,3738,2,2,2,2,5,4,4,2,2,2,2,3,2,3,46,34.0,neutral or dissatisfied
2375,84226,female,loyal customer,60,personal travel,eco,432,5,2,5,3,5,3,3,1,1,5,1,4,1,3,0,0.0,satisfied
2376,25821,female,loyal customer,31,personal travel,eco,1747,2,0,2,1,1,2,1,1,4,2,5,3,5,1,9,5.0,neutral or dissatisfied
2377,70184,female,loyal customer,40,business travel,business,2245,3,3,2,3,5,4,5,4,4,4,4,4,4,3,0,0.0,satisfied
2378,20092,male,loyal customer,59,business travel,business,3548,3,3,3,3,2,3,3,5,5,5,5,4,5,5,0,0.0,satisfied
2379,126689,female,disloyal customer,18,business travel,eco,969,1,1,1,3,5,1,5,5,4,4,5,5,4,5,0,0.0,neutral or dissatisfied
2380,44681,male,disloyal customer,35,business travel,eco,67,1,2,1,3,1,1,1,1,4,3,3,3,3,1,49,56.0,neutral or dissatisfied
2381,14352,male,loyal customer,16,personal travel,eco,429,3,5,3,3,1,3,1,1,2,5,2,5,4,1,0,0.0,neutral or dissatisfied
2382,80974,female,disloyal customer,38,business travel,business,297,3,3,3,5,3,3,2,3,4,4,5,4,5,3,0,0.0,neutral or dissatisfied
2383,68025,female,loyal customer,26,personal travel,eco,304,3,4,3,1,1,3,1,1,4,3,4,4,5,1,7,17.0,neutral or dissatisfied
2384,101973,male,loyal customer,47,personal travel,eco,628,3,4,3,3,1,3,1,1,4,5,5,4,4,1,0,0.0,neutral or dissatisfied
2385,90382,female,loyal customer,43,business travel,business,2993,4,4,4,4,5,5,5,4,5,4,5,5,3,5,135,135.0,satisfied
2386,75659,male,loyal customer,43,personal travel,eco,304,2,4,2,4,1,2,1,1,5,3,5,4,5,1,0,0.0,neutral or dissatisfied
2387,121166,male,disloyal customer,72,business travel,eco,902,3,3,3,5,4,3,4,4,1,2,5,1,3,4,0,0.0,neutral or dissatisfied
2388,8219,female,loyal customer,20,personal travel,eco,402,3,5,3,1,4,3,4,4,4,5,5,3,4,4,0,0.0,neutral or dissatisfied
2389,94440,female,loyal customer,48,business travel,business,239,3,4,3,3,5,5,4,4,4,4,4,3,4,5,7,1.0,satisfied
2390,21270,male,loyal customer,50,personal travel,business,692,0,4,0,4,3,4,5,2,2,0,2,4,2,5,0,0.0,satisfied
2391,97175,female,loyal customer,9,personal travel,eco,1211,2,0,2,5,5,2,5,5,1,2,2,5,4,5,0,14.0,neutral or dissatisfied
2392,67829,male,disloyal customer,39,business travel,eco,1038,2,2,2,3,3,2,3,3,2,1,3,3,4,3,0,0.0,neutral or dissatisfied
2393,121752,male,loyal customer,55,business travel,business,449,3,3,3,3,2,4,4,5,5,5,5,3,5,4,109,106.0,satisfied
2394,106287,male,loyal customer,13,personal travel,eco,689,3,5,3,3,5,3,5,5,4,2,5,4,5,5,15,6.0,neutral or dissatisfied
2395,68941,male,loyal customer,55,personal travel,eco,646,4,4,4,3,1,4,1,1,4,1,3,4,4,1,0,0.0,neutral or dissatisfied
2396,31911,female,loyal customer,51,business travel,business,216,4,4,5,4,5,5,5,4,4,4,5,4,4,3,0,0.0,satisfied
2397,12846,male,loyal customer,18,personal travel,eco,817,1,3,1,3,2,1,2,2,2,2,5,3,3,2,0,0.0,neutral or dissatisfied
2398,7099,female,loyal customer,69,personal travel,eco,273,4,4,4,4,1,3,4,2,2,4,2,2,2,1,12,11.0,neutral or dissatisfied
2399,110298,male,loyal customer,29,business travel,business,1948,3,3,3,3,4,4,4,4,4,4,5,3,5,4,85,90.0,satisfied
2400,28563,female,loyal customer,35,business travel,eco plus,2677,5,2,5,2,5,5,5,5,3,3,5,1,3,5,0,0.0,satisfied
2401,25891,male,disloyal customer,9,business travel,eco,907,3,4,4,3,2,4,2,2,1,2,3,4,2,2,57,68.0,neutral or dissatisfied
2402,12521,female,loyal customer,38,business travel,eco,788,5,5,5,5,5,5,5,5,5,5,3,2,1,5,66,92.0,satisfied
2403,63567,female,disloyal customer,27,business travel,business,969,4,4,4,5,5,4,5,5,5,5,3,3,5,5,0,0.0,satisfied
2404,78357,female,loyal customer,49,business travel,business,1927,2,2,1,2,4,4,5,5,5,5,5,4,5,3,0,0.0,satisfied
2405,109638,female,loyal customer,54,business travel,business,1576,3,3,3,3,2,5,4,5,5,5,5,4,5,3,17,12.0,satisfied
2406,12508,female,loyal customer,38,personal travel,eco plus,305,1,5,1,3,4,1,4,4,5,5,5,1,4,4,105,111.0,neutral or dissatisfied
2407,3695,male,loyal customer,53,business travel,business,431,5,5,5,5,3,4,4,5,5,5,5,4,5,3,0,0.0,satisfied
2408,71985,male,loyal customer,59,personal travel,eco,1440,5,5,5,1,4,5,4,4,5,3,5,3,4,4,0,0.0,satisfied
2409,40108,male,loyal customer,47,business travel,eco,368,2,2,3,3,2,2,2,2,4,2,4,3,4,2,0,0.0,neutral or dissatisfied
2410,78461,male,loyal customer,45,business travel,business,666,1,2,2,2,5,4,3,1,1,1,1,3,1,3,0,60.0,neutral or dissatisfied
2411,96965,male,loyal customer,33,business travel,business,794,3,3,3,3,3,3,3,3,5,2,5,5,5,3,0,0.0,satisfied
2412,54564,male,loyal customer,32,business travel,eco plus,925,4,1,1,1,4,4,4,4,5,3,3,3,4,4,8,0.0,satisfied
2413,25293,male,loyal customer,10,personal travel,eco,321,2,4,5,3,3,5,3,3,3,2,3,1,4,3,0,0.0,neutral or dissatisfied
2414,80011,female,loyal customer,11,personal travel,eco,1096,2,2,3,3,1,3,1,1,3,4,3,4,3,1,24,19.0,neutral or dissatisfied
2415,88836,female,loyal customer,60,personal travel,eco plus,545,3,3,5,2,4,1,3,2,2,5,2,2,2,2,37,33.0,neutral or dissatisfied
2416,64651,male,disloyal customer,37,business travel,business,551,2,2,2,2,5,2,5,5,3,4,4,3,5,5,0,0.0,neutral or dissatisfied
2417,39085,female,loyal customer,36,business travel,business,3248,5,5,5,5,3,1,4,5,5,5,5,5,5,2,0,12.0,satisfied
2418,23324,female,disloyal customer,59,business travel,eco,456,2,2,3,3,2,3,2,2,4,5,2,2,3,2,23,40.0,neutral or dissatisfied
2419,53418,male,disloyal customer,13,business travel,eco,2288,4,4,4,1,4,2,2,4,1,4,3,2,5,2,7,32.0,satisfied
2420,123261,male,loyal customer,20,personal travel,eco,650,3,2,3,3,5,3,5,5,3,2,3,3,3,5,0,0.0,neutral or dissatisfied
2421,49901,female,loyal customer,48,business travel,eco,250,1,3,3,3,5,4,4,1,1,1,1,1,1,2,0,0.0,neutral or dissatisfied
2422,73262,male,loyal customer,15,personal travel,eco,675,4,4,4,1,4,4,4,4,3,3,4,4,4,4,0,0.0,satisfied
2423,125541,male,disloyal customer,40,business travel,business,226,4,4,4,2,4,4,4,4,5,2,5,5,4,4,2,12.0,satisfied
2424,47355,male,loyal customer,57,business travel,business,2714,2,2,2,2,3,3,4,2,2,2,2,4,2,1,0,0.0,neutral or dissatisfied
2425,96129,male,loyal customer,31,business travel,business,460,3,3,3,3,5,5,5,5,4,3,4,3,4,5,8,0.0,satisfied
2426,99150,female,loyal customer,52,business travel,business,986,1,2,1,1,5,4,4,5,5,5,5,4,5,5,0,0.0,satisfied
2427,2002,male,loyal customer,59,business travel,business,3926,3,3,4,3,2,4,5,4,4,4,4,5,4,4,0,0.0,satisfied
2428,66100,female,loyal customer,40,personal travel,business,583,4,4,4,2,5,5,4,5,5,4,5,5,5,4,0,0.0,neutral or dissatisfied
2429,111166,female,loyal customer,28,business travel,eco plus,1180,2,3,3,3,2,2,2,2,2,5,3,1,4,2,2,0.0,neutral or dissatisfied
2430,38740,male,loyal customer,49,business travel,business,1995,2,2,2,2,5,3,3,4,4,4,4,5,4,4,0,0.0,satisfied
2431,62859,male,loyal customer,49,business travel,business,2446,3,3,3,3,3,4,5,2,2,2,2,5,2,5,0,0.0,satisfied
2432,422,male,loyal customer,42,business travel,business,3957,4,4,4,4,4,5,5,5,5,5,5,4,5,4,7,50.0,satisfied
2433,40103,male,loyal customer,44,business travel,eco,368,4,3,4,4,5,4,5,5,5,5,2,1,2,5,0,0.0,satisfied
2434,50481,female,loyal customer,36,business travel,eco,110,2,1,1,1,2,2,2,2,3,5,4,4,3,2,6,13.0,neutral or dissatisfied
2435,553,female,loyal customer,57,business travel,business,134,5,5,5,5,5,5,5,4,4,4,4,3,4,4,0,0.0,satisfied
2436,97166,male,loyal customer,69,personal travel,eco,1164,2,5,1,3,4,1,2,4,3,3,4,5,5,4,39,38.0,neutral or dissatisfied
2437,64198,female,loyal customer,55,business travel,business,853,4,4,4,4,5,2,3,4,4,4,4,2,4,3,0,0.0,neutral or dissatisfied
2438,24365,male,loyal customer,40,business travel,eco,669,4,4,4,4,4,4,4,4,5,5,1,3,3,4,5,0.0,satisfied
2439,52499,male,loyal customer,46,business travel,business,1810,4,4,3,4,2,5,5,4,4,4,5,5,4,5,0,0.0,satisfied
2440,37996,male,loyal customer,40,business travel,eco,1197,4,2,2,2,4,4,4,4,2,2,3,2,1,4,0,6.0,satisfied
2441,36579,male,disloyal customer,29,business travel,eco,1197,2,2,2,3,2,2,3,2,5,3,3,2,5,2,0,0.0,neutral or dissatisfied
2442,89143,female,loyal customer,25,business travel,eco,1947,4,3,3,3,4,4,3,4,5,2,2,3,2,4,2,0.0,satisfied
2443,46424,male,disloyal customer,24,business travel,eco,649,3,2,3,2,4,3,4,4,2,4,3,1,3,4,19,30.0,neutral or dissatisfied
2444,92135,female,loyal customer,38,personal travel,eco,1535,2,2,2,3,4,2,3,4,3,3,2,2,4,4,14,0.0,neutral or dissatisfied
2445,112395,male,loyal customer,43,business travel,business,862,2,2,2,2,5,4,4,5,5,5,5,5,5,5,87,70.0,satisfied
2446,109686,male,loyal customer,39,personal travel,eco,930,1,5,2,2,3,2,4,3,4,3,4,5,5,3,0,0.0,neutral or dissatisfied
2447,66171,male,loyal customer,42,business travel,business,1681,4,4,4,4,4,5,4,5,5,4,5,5,5,4,0,0.0,satisfied
2448,30350,female,loyal customer,52,business travel,business,2844,1,1,1,1,5,4,4,3,3,4,3,5,3,5,0,4.0,satisfied
2449,123544,female,loyal customer,29,business travel,business,1773,2,2,2,2,4,4,4,4,5,2,4,5,4,4,20,0.0,satisfied
2450,32581,female,disloyal customer,24,business travel,eco,216,3,4,3,3,3,3,3,3,2,4,4,2,4,3,3,0.0,neutral or dissatisfied
2451,129602,female,loyal customer,45,business travel,business,1876,4,4,4,4,5,4,4,5,5,5,5,4,5,3,8,10.0,satisfied
2452,77613,female,loyal customer,50,business travel,business,3183,2,4,2,2,5,4,4,3,3,3,3,3,3,4,16,6.0,satisfied
2453,60822,female,loyal customer,19,personal travel,eco,524,3,4,3,3,5,3,5,5,4,3,5,4,5,5,0,0.0,neutral or dissatisfied
2454,56133,female,loyal customer,52,business travel,business,1400,1,1,3,1,3,5,4,5,5,5,5,5,5,4,28,27.0,satisfied
2455,88535,female,loyal customer,48,personal travel,eco,250,2,4,0,3,5,5,5,1,1,0,1,3,1,4,0,0.0,neutral or dissatisfied
2456,96070,male,loyal customer,69,personal travel,eco,583,3,5,3,4,2,3,2,2,4,4,4,3,5,2,33,34.0,neutral or dissatisfied
2457,71033,female,loyal customer,32,business travel,business,2815,3,3,3,3,4,4,4,4,3,2,5,5,5,4,0,0.0,satisfied
2458,95539,male,loyal customer,50,personal travel,eco plus,239,3,3,3,2,2,3,2,2,4,3,2,5,2,2,1,6.0,neutral or dissatisfied
2459,70751,female,loyal customer,56,business travel,business,733,5,5,5,5,2,4,5,5,5,5,5,4,5,5,4,0.0,satisfied
2460,125833,female,disloyal customer,31,business travel,eco,1013,3,3,3,4,3,3,3,3,3,3,3,1,4,3,10,8.0,neutral or dissatisfied
2461,89582,male,loyal customer,27,business travel,eco,1080,3,2,2,2,3,3,3,3,1,5,3,3,3,3,0,0.0,neutral or dissatisfied
2462,118769,male,loyal customer,7,personal travel,eco,621,4,5,4,1,3,4,1,3,3,2,4,3,5,3,0,0.0,satisfied
2463,12092,female,loyal customer,54,business travel,business,1034,3,2,2,2,3,4,4,3,3,3,3,2,3,2,0,16.0,neutral or dissatisfied
2464,129199,male,loyal customer,45,business travel,business,2419,4,4,4,4,2,5,4,5,5,5,5,4,5,5,3,0.0,satisfied
2465,49009,male,loyal customer,52,business travel,eco,109,4,2,2,2,4,4,4,4,5,1,1,2,1,4,0,2.0,satisfied
2466,59502,male,loyal customer,55,business travel,business,1711,1,1,1,1,2,5,4,4,4,4,4,3,4,3,0,0.0,satisfied
2467,69113,male,disloyal customer,41,business travel,business,1598,3,3,3,3,2,3,2,2,3,2,4,3,5,2,3,0.0,neutral or dissatisfied
2468,118856,male,loyal customer,51,personal travel,eco plus,370,3,4,2,3,5,2,5,5,3,1,4,1,5,5,0,0.0,neutral or dissatisfied
2469,48528,female,loyal customer,39,business travel,eco,433,3,5,1,5,3,5,3,3,1,1,1,1,5,3,0,0.0,satisfied
2470,67189,female,loyal customer,41,personal travel,eco,985,2,5,2,3,2,2,2,2,3,5,5,3,4,2,109,101.0,neutral or dissatisfied
2471,29356,male,loyal customer,77,business travel,business,2349,3,3,5,3,1,3,5,1,1,2,1,1,1,3,0,10.0,satisfied
2472,72519,female,loyal customer,37,business travel,business,2346,4,5,2,5,2,4,3,4,4,4,4,1,4,2,0,0.0,neutral or dissatisfied
2473,70376,female,loyal customer,12,business travel,eco plus,1145,1,1,1,1,1,1,2,1,4,2,3,2,3,1,32,52.0,neutral or dissatisfied
2474,74926,female,loyal customer,33,business travel,business,2475,4,2,2,2,2,3,3,4,4,4,4,2,4,4,6,0.0,neutral or dissatisfied
2475,37544,female,loyal customer,42,business travel,eco,1097,1,0,0,3,3,3,3,2,2,1,2,3,2,4,0,10.0,neutral or dissatisfied
2476,36778,male,loyal customer,50,business travel,business,2611,1,4,4,4,2,1,1,3,5,4,4,1,1,1,121,131.0,neutral or dissatisfied
2477,42217,male,loyal customer,38,business travel,eco,784,4,5,5,5,4,4,4,4,2,2,1,5,4,4,0,0.0,satisfied
2478,13751,female,loyal customer,24,personal travel,eco,441,1,4,1,3,5,1,5,5,5,4,4,4,5,5,14,0.0,neutral or dissatisfied
2479,78788,female,loyal customer,47,business travel,business,3446,4,4,4,4,3,5,5,4,4,4,4,4,4,3,0,3.0,satisfied
2480,127410,male,loyal customer,50,personal travel,eco,1009,1,4,1,1,3,1,2,3,3,5,1,3,3,3,0,6.0,neutral or dissatisfied
2481,106494,male,loyal customer,53,business travel,business,495,3,3,3,3,2,5,4,4,4,4,4,4,4,5,2,0.0,satisfied
2482,59954,female,loyal customer,30,business travel,business,937,2,4,4,4,2,2,2,2,4,4,4,1,4,2,20,11.0,neutral or dissatisfied
2483,102599,male,loyal customer,40,personal travel,eco plus,407,2,1,2,3,1,2,2,1,1,4,4,2,3,1,6,7.0,neutral or dissatisfied
2484,25744,female,loyal customer,44,business travel,eco,356,5,1,1,1,3,4,1,5,5,5,5,4,5,3,0,0.0,satisfied
2485,29161,male,loyal customer,61,business travel,eco plus,1050,4,2,2,2,4,4,4,4,4,4,5,5,5,4,0,0.0,satisfied
2486,75367,female,loyal customer,12,personal travel,eco plus,2504,1,1,1,4,5,1,5,5,4,1,4,1,4,5,53,47.0,neutral or dissatisfied
2487,78779,male,loyal customer,46,business travel,business,447,1,1,1,1,4,3,3,1,1,2,1,4,1,2,0,0.0,neutral or dissatisfied
2488,30523,male,loyal customer,78,business travel,eco,464,4,2,1,2,4,4,4,4,3,5,2,3,3,4,26,33.0,neutral or dissatisfied
2489,87970,male,disloyal customer,19,business travel,business,594,5,1,5,1,1,5,1,1,3,2,5,5,5,1,1,0.0,satisfied
2490,109984,male,loyal customer,46,business travel,business,3497,4,4,4,4,5,4,5,5,5,4,5,4,5,5,3,0.0,satisfied
2491,37952,female,loyal customer,17,personal travel,eco plus,937,3,3,3,4,3,3,3,3,2,4,3,1,3,3,41,55.0,neutral or dissatisfied
2492,91255,male,loyal customer,16,personal travel,eco,406,2,5,2,1,5,2,5,5,3,5,4,3,5,5,1,12.0,neutral or dissatisfied
2493,22140,female,loyal customer,34,personal travel,eco,350,2,1,2,2,3,2,3,3,2,4,2,4,2,3,0,0.0,neutral or dissatisfied
2494,31360,female,loyal customer,24,business travel,business,2786,2,2,2,2,4,4,4,4,1,2,2,3,2,4,0,4.0,satisfied
2495,102591,female,loyal customer,46,business travel,eco plus,397,4,2,2,2,2,1,4,3,3,4,3,4,3,5,4,0.0,satisfied
2496,49456,male,loyal customer,53,business travel,business,363,1,1,1,1,5,1,4,5,5,5,5,4,5,2,0,1.0,satisfied
2497,29425,male,loyal customer,72,business travel,eco plus,2466,3,1,1,1,3,3,3,2,1,1,2,3,3,3,0,17.0,neutral or dissatisfied
2498,80293,female,loyal customer,41,business travel,business,746,3,3,3,3,4,4,4,5,5,5,5,4,5,4,0,0.0,satisfied
2499,105097,male,disloyal customer,26,business travel,business,220,4,0,4,1,5,4,5,5,4,3,5,4,5,5,0,0.0,satisfied
2500,26230,male,loyal customer,40,personal travel,eco,270,4,2,0,4,2,0,2,2,2,5,3,4,4,2,36,27.0,neutral or dissatisfied
2501,26287,male,loyal customer,58,business travel,eco plus,859,2,3,3,3,2,2,2,2,4,1,3,2,3,2,0,0.0,neutral or dissatisfied
2502,12580,female,loyal customer,24,business travel,business,542,5,5,5,5,4,4,4,4,2,3,3,5,3,4,0,0.0,satisfied
2503,23847,male,loyal customer,41,business travel,eco,522,2,4,4,4,2,2,2,2,1,1,2,5,2,2,0,0.0,satisfied
2504,69545,female,disloyal customer,28,business travel,business,2475,2,2,2,4,2,2,2,4,4,3,4,2,3,2,0,0.0,neutral or dissatisfied
2505,117493,female,disloyal customer,32,business travel,eco,507,2,1,2,3,1,2,1,1,2,1,4,4,4,1,83,59.0,neutral or dissatisfied
2506,84460,male,loyal customer,64,personal travel,eco,290,4,5,4,2,3,4,3,3,5,2,4,5,4,3,0,10.0,satisfied
2507,85694,male,disloyal customer,27,business travel,business,1547,4,4,4,4,3,4,3,3,5,4,5,3,5,3,21,0.0,satisfied
2508,110536,female,disloyal customer,29,business travel,business,674,4,4,4,4,5,4,5,5,5,2,5,3,5,5,0,0.0,satisfied
2509,113918,male,disloyal customer,22,business travel,eco,901,4,4,4,4,2,4,2,2,4,5,5,3,4,2,6,0.0,neutral or dissatisfied
2510,110073,female,loyal customer,40,business travel,business,579,3,3,3,3,4,3,3,3,3,4,3,2,3,1,0,17.0,neutral or dissatisfied
2511,44848,female,loyal customer,55,business travel,eco plus,760,2,5,5,5,4,3,4,2,2,2,2,2,2,4,0,0.0,neutral or dissatisfied
2512,91902,female,loyal customer,41,business travel,business,2475,5,5,5,5,2,4,5,5,5,5,5,3,5,5,0,0.0,satisfied
2513,80129,male,loyal customer,39,business travel,business,2475,5,5,5,5,4,4,4,4,4,4,5,4,4,4,0,0.0,satisfied
2514,90303,male,loyal customer,52,personal travel,eco,879,2,4,3,1,2,3,2,2,5,5,5,5,5,2,0,0.0,neutral or dissatisfied
2515,69629,female,loyal customer,47,business travel,business,2099,4,2,2,2,3,3,3,4,4,4,4,3,4,4,0,0.0,neutral or dissatisfied
2516,1804,male,loyal customer,59,business travel,business,2149,5,5,5,5,3,4,4,5,5,5,5,3,5,3,0,0.0,satisfied
2517,8654,male,loyal customer,51,business travel,business,2572,3,3,3,3,3,5,4,4,4,4,4,3,4,5,6,0.0,satisfied
2518,64749,male,disloyal customer,23,business travel,eco,551,4,0,4,4,5,4,5,5,5,2,5,3,4,5,0,0.0,satisfied
2519,16700,female,loyal customer,63,personal travel,eco,169,3,5,3,3,3,5,5,1,1,3,1,3,1,5,18,25.0,neutral or dissatisfied
2520,88725,male,loyal customer,27,personal travel,eco,581,3,5,4,2,1,4,1,1,4,2,4,4,5,1,1,0.0,neutral or dissatisfied
2521,67778,female,disloyal customer,44,business travel,business,1431,2,1,1,5,5,2,5,5,4,5,5,3,4,5,1,10.0,neutral or dissatisfied
2522,42503,male,loyal customer,35,business travel,business,495,3,3,3,3,2,2,4,5,5,5,5,1,5,4,17,1.0,satisfied
2523,93558,female,loyal customer,15,personal travel,eco,719,4,4,4,4,4,4,4,4,5,5,5,4,3,4,228,211.0,neutral or dissatisfied
2524,100992,male,loyal customer,45,business travel,business,2186,2,2,2,2,5,4,4,4,4,4,4,5,4,4,17,6.0,satisfied
2525,65624,female,loyal customer,18,personal travel,eco,237,3,4,3,3,4,3,4,4,2,1,3,2,1,4,0,0.0,neutral or dissatisfied
2526,94078,female,loyal customer,42,business travel,business,2204,1,2,2,2,2,2,1,2,2,2,1,1,2,1,1,0.0,neutral or dissatisfied
2527,753,female,loyal customer,57,business travel,business,354,0,0,0,3,3,4,5,3,3,4,4,4,3,3,6,8.0,satisfied
2528,102746,male,loyal customer,26,business travel,business,255,2,2,2,2,4,4,4,4,4,5,5,4,5,4,6,10.0,satisfied
2529,83170,male,loyal customer,30,personal travel,eco plus,957,3,5,3,3,2,3,2,2,3,3,5,4,5,2,26,7.0,neutral or dissatisfied
2530,55729,male,loyal customer,40,business travel,business,1969,5,4,5,5,5,4,4,2,2,2,2,5,2,5,0,0.0,satisfied
2531,13307,female,loyal customer,36,business travel,business,448,4,4,4,4,2,3,3,4,4,4,4,2,4,1,0,0.0,satisfied
2532,29608,male,loyal customer,18,business travel,business,3766,3,4,4,4,3,3,3,3,2,5,3,2,3,3,96,99.0,neutral or dissatisfied
2533,21670,male,loyal customer,31,business travel,business,708,4,4,4,4,3,3,3,3,4,2,1,4,3,3,3,0.0,satisfied
2534,105133,female,loyal customer,53,business travel,business,289,2,2,5,2,3,4,5,4,4,5,4,5,4,3,0,0.0,satisfied
2535,41784,male,loyal customer,63,personal travel,eco,508,3,4,3,1,5,3,5,5,4,2,4,4,4,5,12,30.0,neutral or dissatisfied
2536,34080,female,loyal customer,49,business travel,eco plus,174,4,3,3,3,4,4,4,4,4,4,4,4,4,2,12,0.0,neutral or dissatisfied
2537,31893,male,loyal customer,51,personal travel,eco,2762,4,4,4,3,4,4,4,4,2,4,3,3,4,4,0,0.0,neutral or dissatisfied
2538,32057,female,loyal customer,31,business travel,business,102,1,1,1,1,4,4,4,4,5,2,1,3,4,4,2,5.0,satisfied
