id;Gender;Customer Type;Age;Type of Travel;Class;Flight Distance;Inflight wifi service;Departure/Arrival time convenient;Ease of Online booking;Gate location;Food and drink;Online boarding;Seat comfort;Inflight entertainment;On-board service;Leg room service;Baggage handling;Checkin service;Inflight service;Cleanliness;Departure Delay in Minutes;Arrival Delay in Minutes;satisfaction;Departure_Delay_Category;Arrival_Delay_Category
114154;Male;Loyal Customer;43;Business travel;Business;2540;3;3;3;3;2;4;5;4;4;4;4;4;4;5;114;106.00.00;satisfied;Long Delay (>30 min);Long Delay (>30 min)
46868;Male;disloyal Customer;42;Business travel;Eco;737;4;4;4;1;2;4;5;2;3;3;1;3;5;2;77;69.00.00;satisfied;Long Delay (>30 min);Long Delay (>30 min)
52083;Female;Loyal Customer;31;Business travel;Eco;438;5;3;4;3;5;5;5;5;3;1;1;1;5;5;0;01.00;satisfied;No Delay;Short Delay (0-15 min)
106511;Female;Loyal Customer;58;Business travel;Business;2113;5;5;5;5;4;5;4;4;4;4;4;4;4;3;28;22.00;satisfied;Medium Delay (15-30 min);Medium Delay (15-30 min)
36483;Male;Loyal Customer;55;Business travel;Business;1237;5;5;5;5;3;5;5;5;5;5;5;5;5;4;0;00.00;satisfied;No Delay;No Delay
86740;Female;Loyal Customer;39;Business travel;Business;3662;1;1;1;1;2;5;5;2;2;2;2;4;2;3;20;37.00.00;satisfied;Medium Delay (15-30 min);Long Delay (>30 min)
92877;Female;Loyal Customer;54;Business travel;Business;302;2;3;3;3;3;4;4;2;2;2;2;4;2;2;0;00.00;neutral or dissatisfied;No Delay;No Delay
126246;Male;Loyal Customer;61;Business travel;Eco;200;5;1;1;1;4;5;4;4;2;2;2;4;2;4;0;00.00;satisfied;No Delay;No Delay
113125;Male;Loyal Customer;40;Business travel;Business;3969;4;4;4;4;2;5;4;4;4;4;4;4;4;5;9;07.00;satisfied;Short Delay (0-15 min);Short Delay (0-15 min)
78922;Female;Loyal Customer;47;Business travel;Business;501;1;1;1;1;4;4;5;4;4;4;4;5;4;5;0;00.00;satisfied;No Delay;No Delay
127647;Male;Loyal Customer;35;Personal Travel;Eco;1773;1;2;1;3;4;1;2;4;2;2;3;4;4;4;0;35.00.00;neutral or dissatisfied;No Delay;Long Delay (>30 min)
12223;Male;Loyal Customer;65;Personal Travel;Business;190;3;4;3;3;2;5;5;4;4;3;4;3;4;3;0;00.00;neutral or dissatisfied;No Delay;No Delay
87375;Male;Loyal Customer;39;Business travel;Business;3974;2;2;2;2;3;4;5;5;5;5;5;3;5;3;0;00.00;satisfied;No Delay;No Delay
36514;Male;Loyal Customer;24;Business travel;Business;1010;5;5;5;5;5;5;5;5;5;5;5;2;3;5;1;00.00;satisfied;Short Delay (0-15 min);No Delay
91148;Female;Loyal Customer;52;Personal Travel;Eco;250;3;5;3;5;4;4;5;5;5;3;5;5;5;5;0;00.00;neutral or dissatisfied;No Delay;No Delay
84526;Male;Loyal Customer;45;Business travel;Business;2486;5;5;5;5;5;5;4;5;5;5;5;5;5;5;34;19.00;satisfied;Long Delay (>30 min);Medium Delay (15-30 min)
16498;Female;Loyal Customer;33;Business travel;Business;246;5;5;5;5;2;4;2;4;4;5;4;3;4;3;34;42.00.00;satisfied;Long Delay (>30 min);Long Delay (>30 min)
803;Female;Loyal Customer;42;Business travel;Business;3761;3;1;1;1;3;4;3;3;3;3;3;4;3;4;5;12.00;neutral or dissatisfied;Short Delay (0-15 min);Short Delay (0-15 min)
56331;Male;Loyal Customer;56;Business travel;Business;2907;5;5;5;5;2;4;5;5;5;5;5;3;5;5;0;00.00;satisfied;No Delay;No Delay
73928;Male;Loyal Customer;55;Business travel;Business;2342;1;4;4;4;2;2;2;1;1;1;1;2;1;4;1;00.00;neutral or dissatisfied;Short Delay (0-15 min);No Delay
48451;Male;disloyal Customer;24;Business travel;Eco;763;4;4;4;3;1;4;1;1;1;4;1;3;3;1;0;00.00;satisfied;No Delay;No Delay
92916;Female;Loyal Customer;74;Business travel;Eco;151;1;0;0;3;2;3;4;5;5;1;5;4;5;2;15;03.00;neutral or dissatisfied;Short Delay (0-15 min);Short Delay (0-15 min)
71575;Female;disloyal Customer;28;Business travel;Business;1197;4;4;4;3;4;4;4;4;5;4;4;4;5;4;0;00.00;satisfied;No Delay;No Delay
80795;Female;Loyal Customer;56;Business travel;Business;2301;5;5;5;5;5;4;5;5;5;5;5;3;5;5;0;00.00;satisfied;No Delay;No Delay
33824;Female;Loyal Customer;47;Business travel;Eco Plus;1521;4;2;2;2;1;4;4;4;4;4;4;4;4;1;0;05.00;satisfied;No Delay;Short Delay (0-15 min)
124323;Female;Loyal Customer;7;Personal Travel;Eco;255;2;4;2;1;1;2;1;1;5;5;4;3;5;1;0;00.00;neutral or dissatisfied;No Delay;No Delay
12079;Male;Loyal Customer;39;Business travel;Eco Plus;376;3;2;1;2;3;3;3;3;4;3;3;3;2;3;1;00.00;neutral or dissatisfied;Short Delay (0-15 min);No Delay
13207;Female;Loyal Customer;46;Business travel;Business;3077;1;1;1;1;2;5;5;4;4;3;4;4;4;5;0;00.00;satisfied;No Delay;No Delay
100439;Male;Loyal Customer;50;Business travel;Eco Plus;1912;1;4;4;4;1;1;1;1;2;2;4;1;4;1;5;37.00.00;neutral or dissatisfied;Short Delay (0-15 min);Long Delay (>30 min)
72383;Male;disloyal Customer;22;Business travel;Eco;1119;3;3;3;3;4;3;4;4;4;4;4;4;4;4;0;00.00;neutral or dissatisfied;No Delay;No Delay
29656;Male;Loyal Customer;36;Personal Travel;Eco;1533;0;2;0;4;2;0;2;2;2;2;2;4;4;2;0;00.00;satisfied;No Delay;No Delay
44096;Female;disloyal Customer;22;Business travel;Eco;408;4;5;4;2;2;4;2;2;5;1;4;3;5;2;10;11.00;neutral or dissatisfied;Short Delay (0-15 min);Short Delay (0-15 min)
65500;Male;Loyal Customer;53;Business travel;Business;1303;5;3;5;5;5;4;5;5;5;5;5;3;5;3;0;00.00;satisfied;No Delay;No Delay
96256;Male;Loyal Customer;63;Personal Travel;Eco;460;1;1;1;4;1;1;1;1;4;4;3;1;4;1;1;00.00;neutral or dissatisfied;Short Delay (0-15 min);No Delay
43755;Male;Loyal Customer;22;Business travel;Business;2446;5;5;5;5;5;5;5;5;4;1;1;1;2;5;0;00.00;satisfied;No Delay;No Delay
91822;Male;Loyal Customer;52;Business travel;Business;590;3;3;3;3;2;4;4;4;4;4;4;4;4;4;0;00.00;satisfied;No Delay;No Delay
124399;Male;Loyal Customer;60;Personal Travel;Eco Plus;808;2;5;2;3;4;2;4;4;1;1;1;1;5;4;3;00.00;neutral or dissatisfied;Short Delay (0-15 min);No Delay
93779;Female;disloyal Customer;24;Business travel;Eco;1249;3;3;3;4;3;3;2;3;1;1;4;4;3;3;0;00.00;neutral or dissatisfied;No Delay;No Delay
9635;Female;Loyal Customer;36;Business travel;Business;199;5;5;5;5;5;4;4;4;4;4;4;3;4;4;0;08.00;satisfied;No Delay;Short Delay (0-15 min)
123315;Female;Loyal Customer;23;Business travel;Eco Plus;468;1;1;2;1;1;1;3;1;2;2;4;2;3;1;16;12.00;neutral or dissatisfied;Medium Delay (15-30 min);Short Delay (0-15 min)
111694;Female;Loyal Customer;43;Business travel;Business;495;4;4;4;4;5;5;4;3;3;3;3;5;3;5;11;10.00;satisfied;Short Delay (0-15 min);Short Delay (0-15 min)
86552;Male;Loyal Customer;57;Business travel;Business;3107;3;4;3;3;5;5;4;4;4;4;4;4;4;3;5;00.00;satisfied;Short Delay (0-15 min);No Delay
71619;Female;disloyal Customer;22;Business travel;Eco;1182;1;1;1;4;2;1;2;2;4;3;4;3;4;2;5;06.00;neutral or dissatisfied;Short Delay (0-15 min);Short Delay (0-15 min)
75359;Female;Loyal Customer;46;Business travel;Business;2504;4;4;4;4;5;5;5;3;2;4;4;5;4;5;0;14.00;satisfied;No Delay;Short Delay (0-15 min)
102495;Female;Loyal Customer;12;Personal Travel;Eco;226;2;4;2;4;2;2;2;2;3;3;5;5;5;2;19;11.00;neutral or dissatisfied;Medium Delay (15-30 min);Short Delay (0-15 min)
81972;Male;Loyal Customer;47;Business travel;Business;1535;4;4;4;4;2;4;5;4;4;4;4;5;4;4;5;00.00;satisfied;Short Delay (0-15 min);No Delay
121809;Female;Loyal Customer;50;Business travel;Business;449;5;5;5;5;4;5;4;4;4;4;4;5;4;5;93;79.00.00;satisfied;Long Delay (>30 min);Long Delay (>30 min)
86206;Female;Loyal Customer;54;Business travel;Business;1573;3;3;3;3;4;3;3;3;3;3;3;2;3;3;34;10.00;neutral or dissatisfied;Long Delay (>30 min);Short Delay (0-15 min)
101538;Male;Loyal Customer;51;Personal Travel;Eco;345;4;4;4;4;5;4;5;5;5;3;4;5;5;5;6;00.00;neutral or dissatisfied;Short Delay (0-15 min);No Delay
122603;Female;disloyal Customer;26;Business travel;Eco;728;3;3;3;3;5;3;5;5;4;5;3;4;4;5;29;30.00.00;neutral or dissatisfied;Medium Delay (15-30 min);Medium Delay (15-30 min)
20420;Female;Loyal Customer;62;Business travel;Eco;299;3;1;1;1;1;3;4;3;3;3;3;4;3;2;6;00.00;neutral or dissatisfied;Short Delay (0-15 min);No Delay
85154;Male;Loyal Customer;50;Business travel;Business;2728;3;3;3;3;4;4;4;5;5;5;5;4;5;4;0;00.00;satisfied;No Delay;No Delay
175;Male;disloyal Customer;36;Business travel;Business;227;2;2;2;3;5;2;5;5;3;4;4;5;4;5;0;00.00;neutral or dissatisfied;No Delay;No Delay
89864;Male;Loyal Customer;41;Business travel;Business;2104;3;3;5;3;2;5;4;5;5;5;5;4;5;5;79;79.00.00;satisfied;Long Delay (>30 min);Long Delay (>30 min)
46146;Female;Loyal Customer;40;Business travel;Eco;516;4;4;4;4;4;4;4;4;3;1;3;2;3;4;29;34.00.00;neutral or dissatisfied;Medium Delay (15-30 min);Long Delay (>30 min)
129334;Male;Loyal Customer;37;Business travel;Business;2475;1;1;1;1;5;4;4;5;5;5;5;5;5;3;0;00.00;satisfied;No Delay;No Delay
5944;Female;Loyal Customer;42;Business travel;Business;2267;4;4;4;4;3;4;5;4;4;4;4;4;4;5;7;04.00;satisfied;Short Delay (0-15 min);Short Delay (0-15 min)
76126;Female;Loyal Customer;29;Business travel;Business;689;1;1;1;1;4;4;4;4;4;5;5;4;4;4;0;00.00;satisfied;No Delay;No Delay
93892;Male;disloyal Customer;18;Business travel;Eco;590;1;4;1;3;1;1;1;1;3;1;3;4;4;1;40;43.00.00;neutral or dissatisfied;Long Delay (>30 min);Long Delay (>30 min)
44577;Female;Loyal Customer;70;Business travel;Business;2625;0;4;0;2;5;4;5;4;4;5;5;2;4;4;0;06.00;satisfied;No Delay;Short Delay (0-15 min)
50470;Male;Loyal Customer;33;Business travel;Business;2076;0;5;0;1;4;4;4;4;1;3;5;5;3;4;0;00.00;satisfied;No Delay;No Delay
25041;Female;Loyal Customer;54;Business travel;Eco Plus;907;4;1;1;1;4;3;2;4;4;4;4;1;4;4;42;40.00.00;neutral or dissatisfied;Long Delay (>30 min);Long Delay (>30 min)
114876;Female;Loyal Customer;34;Business travel;Business;1782;3;3;4;3;5;4;5;4;4;4;4;3;4;3;28;16.00;satisfied;Medium Delay (15-30 min);Medium Delay (15-30 min)
92470;Female;Loyal Customer;48;Business travel;Eco;1892;4;2;2;2;2;3;3;4;4;4;4;2;4;3;4;17.00;neutral or dissatisfied;Short Delay (0-15 min);Medium Delay (15-30 min)
88927;Male;Loyal Customer;46;Business travel;Business;3098;1;1;4;1;3;5;5;3;3;4;3;4;3;4;3;00.00;satisfied;Short Delay (0-15 min);No Delay
20485;Female;Loyal Customer;42;Business travel;Eco;139;4;3;3;3;3;4;5;3;3;4;3;3;3;2;55;75.00.00;satisfied;Long Delay (>30 min);Long Delay (>30 min)
13186;Male;disloyal Customer;36;Business travel;Eco;542;2;0;2;2;2;3;3;3;5;3;2;3;1;3;202;184.00.00;neutral or dissatisfied;Long Delay (>30 min);Long Delay (>30 min)
66837;Female;Loyal Customer;47;Business travel;Business;731;3;5;5;5;2;4;3;3;3;3;3;2;3;2;16;00.00;neutral or dissatisfied;Medium Delay (15-30 min);No Delay
14078;Female;Loyal Customer;42;Business travel;Eco;425;3;5;5;5;2;2;3;4;4;3;4;2;4;2;3;00.00;neutral or dissatisfied;Short Delay (0-15 min);No Delay
95788;Male;Loyal Customer;28;Personal Travel;Eco;181;2;4;2;5;3;2;4;3;5;3;4;3;1;3;16;16.00;neutral or dissatisfied;Medium Delay (15-30 min);Medium Delay (15-30 min)
123731;Male;Loyal Customer;24;Personal Travel;Eco Plus;214;2;3;2;3;4;2;4;4;4;3;4;4;3;4;0;06.00;neutral or dissatisfied;No Delay;Short Delay (0-15 min)
35017;Female;Loyal Customer;27;Business travel;Business;2559;3;3;3;3;3;3;3;3;4;5;2;3;2;3;0;15.00;neutral or dissatisfied;No Delay;Short Delay (0-15 min)
85659;Female;Loyal Customer;18;Personal Travel;Business;903;2;4;2;4;5;2;5;5;3;4;4;4;4;5;0;00.00;neutral or dissatisfied;No Delay;No Delay
79888;Male;Loyal Customer;47;Business travel;Eco;1089;2;5;5;5;2;2;2;2;2;2;2;1;3;2;8;00.00;neutral or dissatisfied;Short Delay (0-15 min);No Delay
5464;Male;Loyal Customer;41;Personal Travel;Eco;287;1;2;3;4;5;3;4;5;1;3;4;4;4;5;52;48.00.00;neutral or dissatisfied;Long Delay (>30 min);Long Delay (>30 min)
39738;Male;Loyal Customer;36;Personal Travel;Eco;320;3;5;1;3;3;1;3;3;5;5;2;2;5;3;0;09.00;neutral or dissatisfied;No Delay;Short Delay (0-15 min)
44641;Female;disloyal Customer;29;Business travel;Eco;67;5;5;5;1;5;5;5;5;4;2;2;4;3;5;76;66.00.00;satisfied;Long Delay (>30 min);Long Delay (>30 min)
99970;Male;Loyal Customer;66;Personal Travel;Eco;888;1;5;1;4;3;1;3;3;5;3;5;5;4;3;1;00.00;neutral or dissatisfied;Short Delay (0-15 min);No Delay
2144;Female;Loyal Customer;18;Personal Travel;Eco Plus;431;3;5;3;1;2;3;4;2;3;2;4;5;5;2;0;00.00;neutral or dissatisfied;No Delay;No Delay
37406;Female;Loyal Customer;38;Business travel;Business;3828;4;4;4;4;2;4;2;5;5;5;5;1;5;1;0;00.00;satisfied;No Delay;No Delay
114867;Female;Loyal Customer;41;Business travel;Business;3941;1;1;1;1;2;5;4;5;5;5;5;5;5;3;0;00.00;satisfied;No Delay;No Delay
38065;Male;Loyal Customer;48;Business travel;Business;3783;2;2;2;2;1;3;4;2;2;2;2;3;2;2;0;00.00;neutral or dissatisfied;No Delay;No Delay
93638;Female;Loyal Customer;19;Personal Travel;Eco;577;1;4;1;1;3;1;2;3;4;4;4;3;5;3;4;02.00;neutral or dissatisfied;Short Delay (0-15 min);Short Delay (0-15 min)
15898;Male;Loyal Customer;51;Business travel;Eco;378;2;3;3;3;2;2;2;2;3;4;3;4;3;2;0;00.00;neutral or dissatisfied;No Delay;No Delay
30635;Female;Loyal Customer;51;Business travel;Business;3866;2;2;2;2;3;4;4;4;4;4;4;5;4;2;0;00.00;satisfied;No Delay;No Delay
40180;Female;disloyal Customer;43;Business travel;Eco;531;4;0;4;1;4;4;4;4;2;2;2;4;5;4;0;04.00;neutral or dissatisfied;No Delay;Short Delay (0-15 min)
16991;Male;Loyal Customer;31;Business travel;Business;843;2;2;2;2;5;5;5;5;4;5;5;4;5;5;2;00.00;satisfied;Short Delay (0-15 min);No Delay
42312;Male;Loyal Customer;16;Personal Travel;Eco;838;4;4;4;3;3;4;3;3;4;5;4;5;4;3;0;00.00;neutral or dissatisfied;No Delay;No Delay
95176;Female;Loyal Customer;59;Personal Travel;Eco;248;2;4;2;2;5;5;4;2;2;2;2;5;2;3;16;05.00;neutral or dissatisfied;Medium Delay (15-30 min);Short Delay (0-15 min)
116909;Male;Loyal Customer;44;Business travel;Business;338;5;5;5;5;3;5;5;5;5;5;5;5;5;3;0;00.00;satisfied;No Delay;No Delay
58744;Male;Loyal Customer;50;Business travel;Business;1537;3;3;3;3;3;5;4;4;4;4;4;3;4;3;10;11.00;satisfied;Short Delay (0-15 min);Short Delay (0-15 min)
41174;Female;Loyal Customer;57;Business travel;Eco Plus;429;2;2;2;2;2;3;4;2;2;2;2;2;2;4;21;18.00;neutral or dissatisfied;Medium Delay (15-30 min);Medium Delay (15-30 min)
126222;Female;Loyal Customer;51;Business travel;Eco;650;4;3;3;3;1;4;4;4;4;4;4;1;4;2;0;04.00;neutral or dissatisfied;No Delay;Short Delay (0-15 min)
3566;Female;disloyal Customer;26;Business travel;Eco;227;2;0;2;1;4;2;4;4;3;4;1;1;4;4;0;11.00;neutral or dissatisfied;No Delay;Short Delay (0-15 min)
63167;Male;Loyal Customer;42;Business travel;Business;337;0;0;0;3;5;4;5;3;3;1;1;3;3;4;99;99.00.00;satisfied;Long Delay (>30 min);Long Delay (>30 min)
10319;Male;Loyal Customer;46;Business travel;Business;140;0;4;0;1;4;4;5;1;1;1;1;3;1;5;19;11.00;satisfied;Medium Delay (15-30 min);Short Delay (0-15 min)
101081;Male;Loyal Customer;13;Personal Travel;Business;1069;3;4;3;3;4;3;4;4;3;3;5;3;5;4;30;37.00.00;neutral or dissatisfied;Medium Delay (15-30 min);Long Delay (>30 min)
41115;Female;Loyal Customer;62;Business travel;Business;224;4;4;4;4;5;3;4;5;5;5;5;2;5;1;68;55.00.00;satisfied;Long Delay (>30 min);Long Delay (>30 min)
124449;Female;disloyal Customer;38;Business travel;Business;980;2;2;2;5;3;2;3;3;5;5;5;4;5;3;22;18.00;neutral or dissatisfied;Medium Delay (15-30 min);Medium Delay (15-30 min)
49602;Male;Loyal Customer;51;Business travel;Business;308;1;1;1;1;5;2;2;4;4;4;4;2;4;2;0;00.00;satisfied;No Delay;No Delay
66077;Male;Loyal Customer;27;Personal Travel;Eco;1055;2;5;1;3;1;1;1;1;5;5;4;4;5;1;0;00.00;neutral or dissatisfied;No Delay;No Delay
8549;Male;disloyal Customer;27;Business travel;Business;109;4;4;4;4;3;4;3;3;5;3;4;4;4;3;58;38.00.00;satisfied;Long Delay (>30 min);Long Delay (>30 min)
64222;Female;disloyal Customer;42;Business travel;Business;1660;3;3;3;5;1;3;1;1;4;5;4;5;4;1;0;09.00;neutral or dissatisfied;No Delay;Short Delay (0-15 min)
8840;Male;Loyal Customer;55;Personal Travel;Eco Plus;522;2;5;2;5;4;2;4;4;2;2;1;1;4;4;0;00.00;neutral or dissatisfied;No Delay;No Delay
78348;Male;Loyal Customer;53;Personal Travel;Eco;1547;3;4;3;4;4;3;4;4;1;2;4;4;3;4;0;00.00;neutral or dissatisfied;No Delay;No Delay
101407;Female;Loyal Customer;16;Personal Travel;Eco;486;2;0;2;5;4;2;4;4;4;5;5;5;5;4;12;07.00;neutral or dissatisfied;Short Delay (0-15 min);Short Delay (0-15 min)
7346;Female;Loyal Customer;70;Personal Travel;Eco;606;4;3;4;2;2;4;5;4;4;4;4;5;4;5;0;00.00;satisfied;No Delay;No Delay
96080;Male;Loyal Customer;68;Personal Travel;Eco;795;1;5;0;3;3;0;3;3;5;2;5;3;5;3;15;20.00;neutral or dissatisfied;Short Delay (0-15 min);Medium Delay (15-30 min)
47423;Male;Loyal Customer;68;Business travel;Business;1678;0;3;0;4;3;1;5;4;4;4;4;1;4;4;0;00.00;satisfied;No Delay;No Delay
59361;Male;Loyal Customer;58;Business travel;Business;2615;2;4;2;2;1;2;4;2;2;2;2;4;2;4;0;00.00;neutral or dissatisfied;No Delay;No Delay
3561;Female;Loyal Customer;41;Business travel;Eco;227;1;3;3;3;1;1;1;4;4;3;4;1;2;1;132;133.00.00;neutral or dissatisfied;Long Delay (>30 min);Long Delay (>30 min)
50645;Female;Loyal Customer;45;Personal Travel;Eco;250;2;4;0;4;3;4;5;2;2;0;4;3;2;4;2;00.00;neutral or dissatisfied;Short Delay (0-15 min);No Delay
57560;Male;Loyal Customer;28;Business travel;Business;1597;1;1;1;1;4;4;4;4;4;4;5;4;5;4;94;80.00.00;satisfied;Long Delay (>30 min);Long Delay (>30 min)
64952;Male;Loyal Customer;44;Business travel;Business;224;3;3;3;3;2;4;4;5;5;4;5;5;5;5;0;02.00;satisfied;No Delay;Short Delay (0-15 min)
83826;Male;Loyal Customer;44;Business travel;Eco;425;2;5;3;5;2;2;2;2;4;5;3;3;3;2;0;00.00;neutral or dissatisfied;No Delay;No Delay
91612;Male;disloyal Customer;27;Business travel;Business;1199;0;0;0;1;4;0;4;4;5;3;5;3;5;4;0;17.00;satisfied;No Delay;Medium Delay (15-30 min)
89836;Female;disloyal Customer;30;Business travel;Business;2039;1;1;1;1;2;1;2;2;4;4;3;4;4;2;14;08.00;neutral or dissatisfied;Short Delay (0-15 min);Short Delay (0-15 min)
82690;Male;Loyal Customer;29;Business travel;Business;2457;4;4;4;4;3;3;3;3;5;2;5;3;5;3;0;00.00;satisfied;No Delay;No Delay
105740;Female;disloyal Customer;20;Business travel;Eco;925;3;3;3;2;5;3;5;5;2;1;3;2;3;5;32;15.00;neutral or dissatisfied;Long Delay (>30 min);Short Delay (0-15 min)
7090;Male;disloyal Customer;20;Business travel;Eco;273;1;1;1;3;5;1;5;5;2;2;3;1;3;5;2;00.00;neutral or dissatisfied;Short Delay (0-15 min);No Delay
60654;Male;disloyal Customer;23;Business travel;Eco;1620;1;1;1;2;5;1;5;5;4;1;1;4;1;5;110;105.00.00;neutral or dissatisfied;Long Delay (>30 min);Long Delay (>30 min)
115761;Male;Loyal Customer;47;Business travel;Eco;325;1;4;4;4;1;1;1;1;1;2;3;2;3;1;1;00.00;neutral or dissatisfied;Short Delay (0-15 min);No Delay
75020;Female;disloyal Customer;37;Business travel;Business;236;1;1;1;1;1;1;1;1;4;4;5;3;4;1;0;00.00;neutral or dissatisfied;No Delay;No Delay
96222;Female;Loyal Customer;57;Business travel;Eco;546;3;3;3;3;1;2;3;3;3;3;3;2;3;2;8;00.00;neutral or dissatisfied;Short Delay (0-15 min);No Delay
30347;Female;Loyal Customer;28;Personal Travel;Eco Plus;391;2;5;2;4;3;2;3;3;5;2;5;5;5;3;0;00.00;neutral or dissatisfied;No Delay;No Delay
68316;Male;Loyal Customer;41;Business travel;Business;2165;2;5;2;2;3;5;5;4;4;4;4;3;4;3;0;00.00;satisfied;No Delay;No Delay
8186;Male;disloyal Customer;22;Business travel;Eco;335;4;2;3;3;3;3;3;3;2;1;3;4;2;3;0;00.00;neutral or dissatisfied;No Delay;No Delay
23451;Female;Loyal Customer;54;Business travel;Eco;576;4;5;5;5;1;4;3;4;4;4;4;1;4;2;0;00.00;neutral or dissatisfied;No Delay;No Delay
110017;Male;disloyal Customer;25;Business travel;Eco;742;2;2;2;4;3;2;3;3;3;2;2;4;3;3;4;00.00;neutral or dissatisfied;Short Delay (0-15 min);No Delay
80781;Female;Loyal Customer;69;Personal Travel;Business;692;2;4;2;3;5;5;4;2;2;2;2;3;2;3;0;00.00;neutral or dissatisfied;No Delay;No Delay
37163;Male;Loyal Customer;62;Personal Travel;Eco;1046;1;5;1;3;3;1;1;3;5;3;5;4;5;3;14;09.00;neutral or dissatisfied;Short Delay (0-15 min);Short Delay (0-15 min)
70927;Female;disloyal Customer;20;Business travel;Eco;612;2;0;3;3;1;3;1;1;5;5;4;4;5;1;0;00.00;neutral or dissatisfied;No Delay;No Delay
6723;Male;disloyal Customer;23;Business travel;Business;403;0;0;0;2;3;0;3;3;3;2;5;4;4;3;0;08.00;satisfied;No Delay;Short Delay (0-15 min)
85798;Male;Loyal Customer;46;Business travel;Business;1792;4;4;4;4;1;3;1;5;5;5;5;2;5;3;6;00.00;satisfied;Short Delay (0-15 min);No Delay
73361;Male;Loyal Customer;39;Business travel;Business;3222;4;4;4;4;5;4;5;4;4;4;4;4;4;4;6;09.00;satisfied;Short Delay (0-15 min);Short Delay (0-15 min)
56810;Female;disloyal Customer;23;Business travel;Eco;1605;3;3;3;3;2;3;2;2;4;1;4;1;4;2;0;00.00;neutral or dissatisfied;No Delay;No Delay
85508;Male;Loyal Customer;43;Personal Travel;Eco;332;2;1;2;2;4;2;4;4;3;2;3;2;2;4;30;42.00.00;neutral or dissatisfied;Medium Delay (15-30 min);Long Delay (>30 min)
15508;Female;Loyal Customer;35;Personal Travel;Eco;164;1;5;1;1;3;1;4;3;5;3;5;5;5;3;3;00.00;neutral or dissatisfied;Short Delay (0-15 min);No Delay
119010;Female;Loyal Customer;27;Personal Travel;Eco;459;1;5;1;2;2;1;4;2;5;3;5;5;4;2;6;01.00;neutral or dissatisfied;Short Delay (0-15 min);Short Delay (0-15 min)
42563;Male;Loyal Customer;42;Business travel;Business;95;2;1;1;1;5;4;3;4;4;4;2;4;4;4;25;06.00;neutral or dissatisfied;Medium Delay (15-30 min);Short Delay (0-15 min)
83119;Female;Loyal Customer;29;Personal Travel;Eco;957;1;1;1;3;3;1;3;3;2;5;4;3;4;3;0;00.00;neutral or dissatisfied;No Delay;No Delay
13607;Female;Loyal Customer;52;Business travel;Eco Plus;106;2;5;5;5;1;4;4;2;2;2;2;2;2;4;0;00.00;neutral or dissatisfied;No Delay;No Delay
3711;Male;Loyal Customer;9;Personal Travel;Eco;427;1;0;1;1;4;1;4;4;4;5;1;5;1;4;0;00.00;neutral or dissatisfied;No Delay;No Delay
125919;Male;Loyal Customer;40;Personal Travel;Eco;992;3;4;3;1;3;3;3;3;4;3;4;3;4;3;59;41.00.00;neutral or dissatisfied;Long Delay (>30 min);Long Delay (>30 min)
127083;Male;Loyal Customer;54;Business travel;Eco;651;3;4;3;4;3;3;3;3;3;3;4;1;3;3;2;13.00;neutral or dissatisfied;Short Delay (0-15 min);Short Delay (0-15 min)
60491;Female;Loyal Customer;55;Business travel;Business;1974;4;4;3;4;2;5;5;4;4;4;4;5;4;3;0;00.00;satisfied;No Delay;No Delay
30435;Female;Loyal Customer;47;Personal Travel;Eco;483;2;5;2;3;1;3;5;3;3;2;3;2;3;1;0;00.00;neutral or dissatisfied;No Delay;No Delay
40694;Female;Loyal Customer;36;Business travel;Eco;599;4;3;3;3;4;4;4;4;4;1;2;1;1;4;0;00.00;satisfied;No Delay;No Delay
56629;Male;Loyal Customer;35;Business travel;Eco;997;1;3;3;3;1;1;1;1;3;3;4;1;4;1;27;22.00;neutral or dissatisfied;Medium Delay (15-30 min);Medium Delay (15-30 min)
114467;Female;Loyal Customer;39;Business travel;Business;3398;2;1;4;1;4;3;3;2;2;2;2;1;2;3;0;00.00;neutral or dissatisfied;No Delay;No Delay
33079;Male;Loyal Customer;49;Personal Travel;Eco;163;4;4;4;4;3;4;5;3;5;5;4;3;5;3;0;00.00;satisfied;No Delay;No Delay
81801;Female;disloyal Customer;25;Business travel;Eco;1310;3;3;3;3;1;3;1;1;1;4;3;2;3;1;10;00.00;neutral or dissatisfied;Short Delay (0-15 min);No Delay
80228;Female;Loyal Customer;49;Personal Travel;Eco;2153;2;4;2;3;3;5;5;2;2;2;3;4;2;3;2;00.00;neutral or dissatisfied;Short Delay (0-15 min);No Delay
75;Female;disloyal Customer;23;Business travel;Eco;108;2;5;1;2;2;1;2;2;4;2;4;5;2;2;0;00.00;neutral or dissatisfied;No Delay;No Delay
87119;Male;Loyal Customer;62;Personal Travel;Eco;594;4;2;4;3;4;4;4;4;4;1;3;1;4;4;105;92.00.00;neutral or dissatisfied;Long Delay (>30 min);Long Delay (>30 min)
27725;Male;Loyal Customer;53;Business travel;Business;1448;4;4;4;4;1;5;4;3;3;3;3;5;3;3;2;00.00;satisfied;Short Delay (0-15 min);No Delay
101751;Female;Loyal Customer;48;Business travel;Business;1590;2;2;2;2;3;3;4;3;3;3;3;4;3;4;0;00.00;satisfied;No Delay;No Delay
